Trans Hist Date,week_day,1 PM,10 AM,11 AM,12 PM,2 PM,3 PM,4 PM,5 PM,6 PM,7 PM,8 PM,9 AM
2022-07-21,Thursday,16.142857142857142,16.5,14.714285714285714,14.5,14.875,16.571428571428573,12.142857142857142,10.625,8.714285714285714,9.5,14.0,15.75
2022-07-22,Friday,12.375,11.666666666666666,16.571428571428573,13.777777777777779,18.857142857142858,14.428571428571429,17.0,24.5,22.0,13.5,7.0,12.5
2022-07-23,Saturday,16.142857142857142,14.571428571428571,13.571428571428571,16.833333333333332,15.714285714285714,15.833333333333334,13.5,21.0,,,,11.5
2022-07-24,Sunday,19.166666666666668,,13.166666666666666,14.0,14.0,14.333333333333334,13.8,20.0,,,,
2022-07-25,Monday,14.625,14.666666666666666,12.125,18.428571428571427,15.5,14.875,16.714285714285715,15.625,11.285714285714286,9.75,10.0,13.0
2022-07-26,Tuesday,17.3,,20.5,14.0,15.375,16.11111111111111,16.5,14.428571428571429,10.142857142857142,8.0,5.0,
2022-07-27,Wednesday,14.375,15.714285714285714,16.857142857142858,12.222222222222221,19.714285714285715,13.444444444444445,15.571428571428571,12.444444444444445,13.142857142857142,13.0,12.0,18.0
2022-07-28,Thursday,15.75,12.0,14.25,13.444444444444445,15.555555555555555,16.0,16.0,14.428571428571429,10.285714285714286,15.5,11.0,13.666666666666666
2022-07-29,Friday,16.5,15.25,14.666666666666666,18.714285714285715,13.11111111111111,15.555555555555555,13.125,21.0,26.0,29.0,10.0,15.333333333333334
2022-07-30,Saturday,14.25,11.0,12.25,14.0,11.333333333333334,12.428571428571429,13.714285714285714,20.0,,,,14.5
2022-07-31,Sunday,16.142857142857142,,21.333333333333332,15.25,12.142857142857142,17.5,16.0,16.0,,,,
